CustomerID,Age,Gender,Geography,Branch,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,HasLoan,LoanAmount,CreditScore,Exited
CUST05173,39,Male,France,Central,10,103517.84,1,1,1,30553.74,1,54102.97,314,0
CUST03092,32,Male,France,South,8,22190.7,3,1,0,87209.87,1,74450.54,411,1
CUST07457,48,Male,France,West,7,0.0,2,1,1,69334.74,1,31095.42,602,0
CUST03741,49,Male,France,Central,5,62514.73,3,1,1,769.74,1,17222.66,419,0
CUST07696,66,Male,Germany,North,2,0.0,1,1,1,133110.26,0,0.0,336,0
CUST08269,49,Male,France,West,2,15012.48,2,1,0,4288.49,0,0.0,335,1
CUST02680,53,Male,Germany,West,10,190925.95,3,1,1,65946.16,1,95383.22,425,0
CUST09348,36,Male,Spain,South,4,0.0,2,1,1,194371.07,0,0.0,415,0
CUST08458,73,Female,Germany,South,9,40533.22,3,0,1,48744.7,0,0.0,665,0
CUST09801,50,Female,Germany,South,10,33451.04,1,1,1,70690.72,0,0.0,454,1
CUST07292,53,Female,France,Central,5,0.0,2,0,0,131434.26,1,71674.14,655,1
CUST01513,67,Female,Spain,South,7,0.0,1,1,1,172838.13,0,0.0,764,0
CUST08285,71,Female,Germany,South,10,21153.39,2,1,1,39968.08,1,57198.65,419,0
CUST09620,19,Female,Spain,North,9,81822.51,3,1,1,179070.96,0,0.0,579,1
CUST03683,20,Female,Spain,East,9,52136.4,1,1,1,177741.36,1,33775.3,848,0
CUST01620,49,Female,Spain,East,7,6504.45,2,1,1,152245.95,1,66991.49,344,0
CUST07442,68,Male,Spain,South,10,81422.31,3,1,0,157648.16,0,0.0,420,1
CUST02065,51,Female,France,West,10,0.0,1,0,1,30822.78,0,0.0,522,0
CUST04987,53,Male,Germany,Central,0,12847.57,1,1,1,132332.56,1,25313.09,836,0
CUST07971,65,Male,France,East,8,58941.96,1,0,0,40289.16,0,0.0,378,0
CUST01913,24,Female,Spain,West,9,57519.43,1,0,0,195752.08,0,0.0,318,0
CUST09942,20,Male,France,North,10,0.0,1,1,1,113552.39,0,0.0,658,0
CUST09529,40,Male,France,East,0,0.0,1,1,1,118249.68,0,0.0,427,0
CUST06130,18,Female,France,West,1,16805.27,2,1,0,28558.21,0,0.0,305,0
CUST07005,74,Male,Spain,East,5,0.0,4,1,0,34528.7,0,0.0,402,0
CUST00948,71,Male,France,East,1,28866.02,3,1,0,199702.41,0,0.0,500,0
CUST08244,62,Male,France,Central,5,0.0,2,1,0,63407.77,1,62964.58,436,1
CUST02374,58,Female,Spain,Central,4,12788.31,3,1,0,115283.16,0,0.0,328,0
CUST01234,34,Female,Spain,West,6,31002.09,1,1,0,171366.34,1,15329.22,441,0
CUST06845,33,Male,Spain,East,9,38300.47,1,1,0,100198.84,0,0.0,738,0
CUST02504,37,Male,France,North,7,17496.54,2,1,0,170881.14,0,0.0,562,0
CUST06530,62,Male,Germany,West,2,60829.89,1,1,1,152827.0,0,0.0,337,0
CUST02217,25,Male,France,Central,8,107844.43,2,0,1,52671.12,0,0.0,685,0
CUST04591,29,Male,France,West,1,3644.86,3,1,1,22459.37,0,0.0,708,0
CUST09003,56,Male,Germany,North,6,101284.81,1,1,0,170686.58,0,0.0,480,0
CUST00789,20,Male,France,West,7,194614.49,1,0,0,181024.8,0,0.0,646,0
CUST07555,64,Male,Germany,West,9,72600.72,1,1,1,169890.17,1,59060.8,798,0
CUST06753,52,Female,Germany,West,3,79807.93,2,1,0,77762.57,1,18108.52,322,1
CUST05069,62,Male,Germany,Central,0,72159.15,4,0,1,84448.31,0,0.0,384,0
CUST01835,42,Male,Germany,South,6,0.0,2,1,1,32529.84,1,26421.04,447,0
CUST09600,55,Female,Spain,West,6,44255.64,1,0,1,105679.6,0,0.0,409,0
CUST09264,49,Male,France,East,0,0.0,1,1,0,145796.47,1,52182.09,584,0
CUST07678,70,Male,France,West,0,0.0,2,1,0,198492.19,1,75847.08,558,1
CUST05586,71,Female,France,South,7,0.0,2,1,0,169192.26,1,31545.57,821,0
CUST04596,35,Male,France,Central,10,0.0,1,0,1,189922.84,1,45914.41,576,1
CUST06054,48,Male,Germany,North,1,14959.19,2,0,0,7655.49,0,0.0,353,1
CUST08827,53,Female,Spain,North,8,90727.87,1,1,1,64246.06,0,0.0,459,0
CUST04048,66,Male,France,North,1,0.0,1,0,1,14891.02,1,22407.42,731,0
CUST07912,52,Male,France,West,5,100508.36,2,0,1,190673.5,0,0.0,673,0
CUST05506,67,Male,France,Central,10,71196.87,2,0,1,9535.74,0,0.0,382,1
CUST04510,20,Female,France,West,0,149131.38,2,0,1,166984.15,0,0.0,583,0
CUST04786,34,Male,Germany,Central,2,59106.79,3,1,1,77887.38,1,35766.14,466,0
CUST01176,28,Female,Spain,West,2,62625.24,2,1,1,164242.25,1,46764.54,675,0
CUST02405,61,Female,Germany,Central,10,0.0,1,1,1,191949.99,1,57450.94,619,0
CUST07861,67,Female,Germany,East,6,32783.16,1,1,0,25557.02,1,28993.38,538,0
CUST07821,49,Male,Spain,West,1,0.0,3,1,0,130487.24,0,0.0,322,0
CUST00309,48,Male,France,East,10,82805.66,4,1,0,187401.56,1,88155.84,554,1
CUST02134,72,Female,France,South,8,68181.81,1,1,0,157539.61,0,0.0,546,0
CUST01658,40,Female,France,North,3,60090.17,2,1,1,155637.81,1,54192.88,683,0
CUST02393,57,Female,Spain,North,4,,4,0,1,57341.21,1,23010.15,440,0
CUST01605,26,Female,France,East,4,4970.33,1,1,0,154370.96,1,59570.97,320,0
CUST09255,59,Male,France,Central,2,111178.97,1,1,0,154137.74,1,60269.1,416,1
CUST03410,34,Male,Germany,East,0,0.0,2,1,0,124336.65,1,84300.4,840,0
CUST04464,52,Male,Spain,South,1,5673.76,1,1,0,64601.48,0,0.0,794,0
CUST06972,42,Male,France,West,0,250000.0,4,1,1,62322.63,1,18015.72,827,0
CUST01517,21,Female,France,North,9,250000.0,1,0,0,175135.41,0,0.0,708,0
CUST02048,53,Male,Germany,North,0,29123.87,2,1,1,88244.95,1,83728.43,619,0
CUST08338,46,Male,France,North,10,216732.28,1,1,0,87924.96,0,0.0,609,0
CUST07920,38,Female,France,Central,0,39811.11,1,0,1,59124.81,0,0.0,743,1
CUST03205,49,Male,France,East,8,33921.22,2,1,1,20214.89,0,0.0,767,0
CUST07774,24,Female,Spain,North,3,78440.38,2,1,0,137574.39,1,49713.92,410,0
CUST05098,24,Male,France,South,9,139880.14,2,1,0,156121.94,0,0.0,488,0
CUST05386,46,Female,Germany,East,0,0.0,2,1,1,156278.53,0,0.0,460,1
CUST02207,26,Female,France,East,8,,4,1,0,133870.73,0,0.0,601,1
CUST04770,29,Male,France,West,1,13375.72,1,1,0,31367.62,1,82128.97,543,0
CUST04831,39,Male,Spain,East,10,60180.41,2,1,0,85872.11,0,0.0,824,0
CUST01251,28,Male,Germany,North,2,0.0,1,0,1,106799.99,0,0.0,316,0
CUST01010,74,Male,France,West,1,4334.03,2,1,1,135768.8,1,36814.65,797,0
CUST00277,28,Male,France,West,6,60752.8,3,1,0,126878.08,1,46957.76,594,0
CUST02893,47,Male,Germany,North,5,65916.97,1,1,0,193857.28,1,32689.4,406,1
CUST01347,32,Male,Germany,North,9,216464.32,1,0,1,91315.82,1,53769.95,668,0
CUST09237,20,Male,France,North,3,43441.18,1,0,0,198010.67,1,32883.47,455,0
CUST07317,29,Male,Germany,South,8,0.0,1,1,1,23518.77,1,67776.94,711,0
CUST07751,25,Female,France,West,9,17603.32,1,1,1,88836.23,0,0.0,344,0
CUST03744,54,Female,Germany,West,4,23142.02,2,1,1,165412.77,0,0.0,542,1
CUST05026,30,Female,France,East,6,0.0,4,1,0,33081.5,0,0.0,780,0
CUST03899,31,Female,France,East,1,81146.44,3,1,1,85596.45,0,0.0,422,0
CUST00266,72,Male,France,Central,5,25922.49,3,1,0,38344.26,1,71445.35,761,1
CUST09365,51,Female,Germany,North,6,191568.99,1,1,0,29251.81,1,94116.37,369,0
CUST08316,74,Female,France,West,1,31805.09,2,1,1,119172.44,0,0.0,359,0
CUST08160,21,Female,Germany,South,4,0.0,2,1,1,,1,76664.66,497,0
CUST05760,67,Male,France,South,1,99751.45,3,1,1,162112.52,1,57752.56,739,0
CUST07879,68,Female,France,Central,8,0.0,2,1,0,139101.55,1,61038.12,777,1
CUST08610,58,Male,France,Central,8,0.0,2,1,1,,0,0.0,646,0
CUST07586,60,Male,France,Central,8,20620.52,1,1,1,145987.42,1,99720.59,601,0
CUST07517,45,Male,France,West,4,0.0,1,0,1,49939.42,0,0.0,827,0
CUST07894,45,Male,France,North,9,205277.0,1,1,1,140702.98,1,54637.43,477,0
CUST03477,33,Female,France,North,3,34553.69,1,0,1,61269.71,1,81001.44,602,0
CUST02006,57,Male,France,North,1,138471.34,1,0,0,103780.0,0,0.0,513,0
CUST06704,46,Female,France,Central,1,90912.91,1,1,1,12736.16,1,70725.85,561,0
CUST07281,51,Female,France,North,2,0.0,1,1,1,,1,15050.9,812,0
CUST02377,51,Male,France,Central,7,26628.03,2,1,0,,0,0.0,498,0
CUST03293,49,Male,France,Central,10,87381.88,1,0,1,133407.83,1,21439.99,746,0
CUST08664,27,Male,Spain,South,0,6187.44,1,0,1,61335.08,1,51491.1,512,0
CUST09049,35,Male,France,Central,0,775.93,1,1,1,59834.46,0,0.0,834,0
CUST04500,51,Female,Germany,West,6,19462.67,1,0,0,2248.85,0,0.0,472,0
CUST04858,49,Male,France,West,5,38435.62,1,1,1,73599.72,1,75756.29,683,0
CUST08246,24,Female,France,West,7,2457.34,2,0,0,86593.14,0,0.0,779,1
CUST07121,21,Male,France,North,2,0.0,2,0,1,136664.18,0,0.0,459,0
CUST02214,70,Male,France,West,6,27829.33,1,1,1,172452.98,1,22601.5,449,0
CUST07878,18,Male,France,North,3,0.0,3,0,0,90069.31,0,0.0,619,0
CUST07351,71,Male,France,Central,5,75000.44,2,1,0,27064.52,1,14069.85,354,0
CUST01586,46,Female,France,East,3,0.0,2,0,0,102360.88,0,0.0,456,0
CUST03687,59,Male,Spain,South,0,0.0,1,0,0,94651.63,1,98445.77,750,0
CUST07771,74,Male,France,East,6,0.0,3,0,0,136251.85,0,0.0,,0
CUST08046,49,Male,Germany,North,2,0.0,3,0,1,68062.33,1,90801.82,683,0
CUST06181,43,Female,France,South,7,46769.76,1,1,1,,0,0.0,401,0
CUST09520,74,Male,France,West,5,81004.64,1,0,0,179414.57,1,29818.54,631,0
CUST07333,51,Male,France,East,3,0.0,1,0,1,78645.55,0,0.0,608,0
CUST02783,50,Male,Spain,North,2,78913.53,2,0,1,30623.9,0,0.0,392,0
CUST08656,30,Male,Germany,North,9,12281.98,1,0,0,135910.62,0,0.0,497,1
CUST01891,70,Male,Germany,Central,8,0.0,1,0,1,138353.7,0,0.0,838,0
CUST08606,40,Male,Germany,South,8,43207.92,1,0,0,1252.07,0,0.0,794,0
CUST09470,30,Male,France,North,1,9180.84,4,1,0,110946.3,0,0.0,518,0
CUST01277,59,Male,France,West,7,51154.56,2,0,0,136716.9,1,77118.14,627,0
CUST05610,24,Male,France,North,6,113055.07,1,1,1,167622.47,0,0.0,523,0
CUST02596,63,Male,Spain,South,3,250000.0,1,1,0,118977.04,0,0.0,793,0
CUST02995,63,Female,France,West,6,0.0,2,0,1,24562.85,0,0.0,767,0
CUST07791,42,Female,Spain,West,8,2961.37,2,1,1,148443.36,0,0.0,713,0
CUST07247,49,Male,Germany,East,0,44882.63,3,1,1,81340.77,1,17213.78,665,0
CUST00411,63,Male,Spain,Central,9,22725.26,2,1,1,19039.99,1,98261.95,421,0
CUST08205,72,Male,France,North,8,29541.23,1,1,1,45851.44,0,0.0,543,0
CUST04963,55,Male,France,Central,2,8711.83,1,1,1,169731.59,0,0.0,558,0
CUST03514,56,Female,Spain,Central,9,99144.98,1,0,0,6744.82,0,0.0,816,0
CUST06057,67,Male,France,East,7,0.0,2,1,1,109622.72,1,54463.24,652,0
CUST07305,62,Female,Germany,West,4,0.0,1,1,0,11817.3,1,38058.66,560,0
CUST08623,69,Male,France,East,7,,1,1,0,117137.17,0,0.0,833,0
CUST07444,40,Female,France,East,6,78260.38,1,1,0,162941.71,0,0.0,542,0
CUST02347,20,Male,France,North,2,162770.06,1,1,1,53815.01,1,81436.25,682,0
CUST03476,43,Male,Spain,South,5,0.0,2,1,1,158143.61,1,97482.35,725,0
CUST05109,59,Female,Spain,Central,8,28601.83,1,1,0,47624.76,0,0.0,353,1
CUST04177,34,Female,Spain,West,3,128381.33,1,1,0,52955.94,0,0.0,665,0
CUST04425,62,Female,France,Central,10,34867.66,2,1,0,75045.2,0,0.0,553,0
CUST08757,73,Male,France,Central,6,41834.2,1,0,1,56531.68,0,0.0,408,1
CUST08486,59,Male,Spain,South,8,137620.79,1,1,1,127569.77,1,81292.3,730,0
CUST00597,62,Female,France,South,3,183026.09,1,1,0,185456.55,0,0.0,378,0
CUST06454,30,Female,France,North,6,22595.06,1,1,0,119483.01,1,87611.57,596,0
CUST09613,61,Male,Spain,East,10,24593.71,2,1,0,69890.24,0,0.0,713,0
CUST03202,22,Male,France,North,3,196730.38,2,1,0,35186.27,1,12874.61,651,1
CUST02808,59,Male,Germany,Central,2,79730.16,2,1,1,40134.89,0,0.0,564,0
CUST08202,23,Male,France,Central,1,35358.95,2,0,0,25822.4,0,0.0,385,0
CUST08727,30,Male,France,South,8,0.0,2,0,1,42634.85,0,0.0,481,0
CUST09127,69,Female,Spain,West,0,0.0,3,1,0,170715.95,0,0.0,542,0
CUST05474,53,Female,France,South,10,16178.01,2,1,0,62276.38,0,0.0,584,0
CUST07362,42,Female,France,East,2,0.0,1,0,1,92112.12,1,67792.07,503,0
CUST01025,49,Male,Spain,North,3,12993.97,2,1,1,93479.47,1,16846.46,801,0
CUST08304,57,Female,France,West,8,184384.05,2,1,0,66375.05,0,0.0,524,0
CUST05643,21,Male,France,East,7,143656.1,3,1,0,44146.84,1,23028.33,361,0
CUST00280,50,Male,France,South,7,23054.65,1,1,0,99706.03,1,37538.33,504,1
CUST02998,63,Female,Spain,Central,6,108567.66,1,1,1,95533.63,1,97860.75,748,0
CUST07425,30,Female,Germany,South,4,37255.97,1,0,0,134431.83,1,62766.39,682,0
CUST09883,63,Female,France,South,3,8322.04,3,1,0,130600.73,0,0.0,523,0
CUST01318,47,Female,Germany,West,1,0.0,1,1,0,39154.47,1,38924.24,727,1
CUST03902,40,Male,France,East,0,0.0,2,1,1,199878.33,0,0.0,,0
CUST04065,37,Female,Spain,East,3,0.0,3,1,0,61018.69,1,20267.47,318,0
CUST03297,60,Male,Germany,East,5,0.0,3,1,1,108279.32,0,0.0,401,0
CUST07820,44,Female,France,North,6,219221.93,3,1,0,184109.28,0,0.0,726,1
CUST07352,40,Female,France,Central,1,100341.92,1,1,0,50711.68,0,0.0,763,0
CUST02045,56,Female,France,East,0,60936.91,3,1,1,121485.57,1,34235.53,644,1
CUST02667,67,Female,France,North,1,206188.58,1,1,0,25715.19,0,0.0,609,0
CUST04873,28,Female,Spain,East,10,165371.29,1,1,1,192653.48,0,0.0,427,1
CUST00004,32,Female,Spain,West,10,147300.0,1,0,1,6284.22,0,0.0,770,0
CUST06915,34,Male,Spain,West,5,92599.91,1,0,1,61766.31,0,0.0,517,0
CUST09236,54,Female,France,North,3,57324.9,1,1,0,3915.62,0,0.0,558,1
CUST04933,62,Male,France,South,8,6603.51,2,1,1,26787.46,1,27412.07,557,0
CUST03082,24,Female,Germany,North,8,0.0,2,0,1,195055.72,1,12387.91,326,0
CUST04544,71,Female,France,West,0,12184.93,3,0,1,35430.07,0,0.0,495,1
CUST03695,67,Female,Spain,East,8,13164.47,2,1,1,85340.26,1,5252.34,632,0
CUST01604,47,Male,France,South,2,30346.46,1,0,1,78604.28,0,0.0,310,0
CUST06613,37,Female,France,South,3,43295.34,2,1,1,57839.78,0,0.0,573,0
CUST00685,34,Male,France,West,6,36005.92,2,1,1,115752.9,1,14768.36,419,1
CUST09242,52,Female,France,West,9,0.0,3,0,0,112867.48,0,0.0,767,1
CUST06060,53,Male,Germany,West,5,115452.76,2,0,1,100351.39,0,0.0,484,0
CUST02061,58,Male,France,East,8,165945.22,2,0,1,134899.13,0,0.0,833,0
CUST09372,58,Female,France,North,5,0.0,1,1,1,60364.78,1,53357.47,530,0
CUST07471,69,Female,France,West,8,32285.88,3,1,0,49836.93,1,16544.84,737,1
CUST01336,50,Female,Spain,West,5,26978.24,1,1,0,176903.3,1,18204.59,562,0
CUST01591,22,Male,Germany,West,3,31692.89,3,1,1,147194.76,0,0.0,684,0
CUST04298,21,Female,Germany,East,0,35372.29,2,0,0,42150.44,1,65041.47,609,0
CUST02708,66,Male,France,South,7,43284.92,2,1,0,137824.32,0,0.0,601,1
CUST09968,25,Female,Germany,West,5,250000.0,1,1,0,117509.11,1,40958.2,378,0
CUST03527,48,Male,France,South,5,168196.11,1,1,1,195716.31,0,0.0,642,0
CUST05006,45,Female,France,Central,8,34142.29,1,1,1,133614.9,1,39554.63,590,0
CUST09703,44,Male,Spain,West,2,,2,1,1,133741.02,1,28218.55,831,0
CUST01767,54,Female,France,West,9,37164.66,1,1,0,92565.28,0,0.0,680,0
CUST03063,57,Male,France,East,7,61823.47,2,1,0,27915.79,1,27805.67,612,0
CUST02461,74,Male,France,West,4,59957.57,1,1,1,52518.89,1,24197.13,534,0
CUST00102,70,Male,France,Central,10,0.0,1,0,1,83385.78,0,0.0,370,0
CUST05711,19,Female,Spain,West,10,0.0,3,0,1,13700.93,0,0.0,728,0
CUST08701,41,Male,Germany,Central,6,0.0,1,1,0,178758.59,0,0.0,845,0
CUST04263,18,Male,Spain,North,7,110028.95,4,1,0,141153.81,0,0.0,785,1
CUST09603,32,Male,Germany,East,10,0.0,2,1,0,53997.63,1,88616.9,529,0
CUST02908,38,Female,Germany,West,10,0.0,2,1,0,53342.12,1,63591.49,690,0
CUST04944,45,Female,Spain,Central,0,79449.63,1,1,0,1895.76,1,33983.18,765,0
CUST06482,50,Female,Spain,North,2,130188.61,3,1,1,188430.26,1,78970.07,841,1
CUST04023,41,Male,France,North,9,125087.22,2,0,1,,0,0.0,656,0
CUST06052,39,Female,France,West,7,250000.0,3,1,1,36068.78,0,0.0,548,0
CUST06602,72,Male,Germany,North,9,10728.68,1,1,0,110065.16,0,0.0,309,0
CUST05011,41,Female,Spain,North,6,146895.49,1,1,0,55828.08,1,54523.51,304,0
CUST03129,46,Male,Spain,South,6,0.0,1,0,0,73677.16,0,0.0,330,1
CUST06826,34,Female,France,North,2,30359.66,1,1,0,88517.39,0,0.0,849,0
CUST07540,34,Female,France,Central,10,128362.16,2,1,0,17599.51,1,20304.85,590,0
CUST03219,19,Male,Spain,South,7,0.0,2,0,0,142712.43,1,24865.65,326,0
CUST08196,53,Female,Spain,West,9,26243.79,3,1,0,151161.66,1,96350.5,661,0
CUST09449,58,Male,Germany,North,1,0.0,4,1,1,92800.58,0,0.0,497,0
CUST07648,39,Female,Spain,South,5,24344.87,2,0,1,196698.12,1,33329.02,324,0
CUST09167,57,Male,France,North,6,50022.21,1,0,0,53198.33,1,68891.18,627,0
CUST04839,51,Male,Germany,West,7,76440.88,1,0,1,11006.42,0,0.0,503,0
CUST03749,71,Female,Spain,North,2,0.0,2,1,1,177111.32,1,29076.08,635,0
CUST01255,52,Female,Spain,North,8,0.0,1,0,0,109777.44,0,0.0,338,0
CUST00641,27,Female,Spain,Central,9,161137.38,2,1,1,185348.55,0,0.0,679,0
CUST04706,33,Female,Spain,North,2,119391.62,2,0,0,135035.02,0,0.0,680,0
CUST05019,39,Female,France,East,1,0.0,2,0,0,53352.05,1,34734.72,380,1
CUST00131,45,Male,France,South,9,41411.23,3,0,0,139038.62,1,15631.6,602,1
CUST03460,62,Female,Germany,North,7,0.0,3,0,0,190295.28,1,30665.65,840,0
CUST09174,29,Male,France,North,8,0.0,1,1,0,72020.19,1,27578.29,503,0
CUST03266,61,Male,France,East,7,118230.88,2,1,0,101648.1,1,33201.74,528,0
CUST00610,29,Male,Germany,North,9,138024.49,3,0,1,8197.72,0,0.0,487,0
CUST03221,67,Male,Germany,South,7,77346.52,1,1,0,192498.22,1,32282.2,839,0
CUST04185,32,Male,Germany,South,4,16025.92,1,0,1,47082.67,1,37019.92,334,0
CUST01870,27,Female,France,East,1,29032.2,1,1,0,40369.06,1,49849.84,711,0
CUST09398,57,Male,France,Central,6,0.0,2,0,1,5015.83,0,0.0,660,0
CUST00581,47,Male,Germany,South,4,780.64,4,1,1,85177.02,0,0.0,645,0
CUST04303,30,Male,France,West,5,95462.95,1,1,0,32531.82,1,68045.71,690,0
CUST08968,38,Male,France,Central,7,50491.79,2,1,0,135259.26,1,93713.09,360,0
CUST00625,61,Male,Spain,North,5,0.0,2,0,1,49747.69,1,30780.56,802,1
CUST06695,28,Male,Germany,South,3,56318.44,2,0,1,114767.35,0,0.0,374,0
CUST09860,65,Female,France,Central,5,32050.81,2,1,1,18480.22,0,0.0,583,0
CUST03709,54,Female,Spain,Central,1,157604.61,1,1,0,44195.37,1,68933.9,393,0
CUST01232,54,Male,France,South,10,250000.0,2,0,1,92155.87,0,0.0,427,0
CUST04940,30,Female,France,East,4,102116.03,1,1,0,113404.53,0,0.0,705,0
CUST09213,74,Female,France,Central,5,14023.0,4,0,0,133493.67,1,21900.67,455,0
CUST01404,68,Male,France,Central,0,35434.22,1,1,1,24007.97,1,67728.8,542,0
CUST02775,72,Female,Germany,Central,0,237892.89,3,1,1,84608.04,1,7256.58,831,0
CUST04280,71,Male,France,North,3,49062.2,1,1,0,130185.64,0,0.0,340,0
CUST08461,37,Male,Germany,North,5,130937.82,3,0,1,45026.24,0,0.0,562,1
CUST07906,40,Female,France,East,5,0.0,4,0,1,65766.63,0,0.0,697,0
CUST08095,63,Male,France,East,6,24588.88,1,1,0,93522.98,0,0.0,593,0
CUST01642,40,Female,Spain,Central,6,20445.76,3,1,0,106032.52,1,42142.02,514,0
CUST01039,38,Female,Germany,Central,2,66509.29,1,1,1,198652.58,1,51132.47,832,1
CUST08990,68,Male,Germany,East,0,34931.89,3,0,1,188232.15,1,75498.17,649,0
CUST00657,74,Female,Germany,West,9,0.0,1,1,1,57178.99,1,25486.1,544,0
CUST02754,59,Female,Spain,Central,4,36231.03,2,0,1,35285.79,1,95734.76,609,0
CUST07447,45,Female,Spain,East,10,28058.0,2,1,1,18866.96,0,0.0,451,0
CUST05812,33,Female,France,South,4,0.0,1,1,0,62937.22,0,0.0,634,1
CUST07298,53,Male,France,North,0,3968.61,1,1,0,118413.1,1,65988.41,597,1
CUST07876,41,Male,Germany,South,6,14918.71,1,1,0,109443.32,0,0.0,759,0
CUST06807,61,Male,France,West,1,0.0,1,1,1,15976.13,0,0.0,724,0
CUST04998,46,Female,France,West,3,588.41,1,1,1,80833.19,0,0.0,632,0
CUST07534,53,Female,France,Central,5,0.0,1,1,1,141334.67,0,0.0,674,0
CUST03925,73,Male,Germany,South,5,18264.68,1,1,1,,0,0.0,662,0
CUST02218,28,Female,Spain,North,0,22066.98,1,1,0,113476.58,1,76620.22,722,0
CUST03650,57,Male,Germany,West,1,69934.84,1,1,0,187904.75,0,0.0,756,0
CUST03074,54,Female,France,South,9,0.0,2,0,0,144079.72,0,0.0,578,1
CUST06769,23,Female,Spain,Central,0,0.0,1,1,1,111324.7,1,64576.58,619,1
CUST05672,66,Female,France,North,0,0.0,2,1,0,61057.95,0,0.0,689,1
CUST09252,67,Male,France,South,0,47041.64,1,1,1,21080.91,1,74960.32,801,0
CUST02450,27,Female,Germany,West,9,112772.64,1,1,1,179653.14,1,67603.37,799,0
CUST07546,46,Female,Germany,East,3,230057.03,2,1,0,71719.13,0,0.0,645,1
CUST05080,39,Female,Spain,West,0,,1,0,1,123834.31,1,6463.69,463,0
CUST03944,58,Male,France,East,9,250000.0,1,1,1,55659.36,0,0.0,533,0
CUST06390,72,Male,France,Central,6,0.0,1,0,0,41877.86,0,0.0,562,0
CUST08954,38,Female,Germany,West,0,0.0,2,1,1,80218.52,1,18453.89,327,0
CUST04726,35,Male,France,Central,5,55574.8,1,1,1,193199.76,1,5304.0,355,0
CUST03027,49,Female,Spain,South,6,11988.85,2,0,0,186526.48,1,12246.56,702,0
CUST08723,64,Female,France,Central,8,0.0,1,1,1,120250.87,1,25300.13,512,0
CUST03563,60,Female,Germany,West,5,17387.78,3,1,1,197627.83,1,36506.98,432,0
CUST08953,27,Female,Germany,West,4,13825.12,2,1,0,85443.46,1,71553.53,384,0
CUST07932,60,Male,Spain,East,3,0.0,2,1,1,92921.93,1,94227.44,376,0
CUST05785,24,Male,France,West,8,0.0,2,0,1,72669.97,0,0.0,473,0
CUST05563,73,Female,France,South,7,5916.81,1,1,0,187665.06,0,0.0,485,1
CUST01373,25,Male,France,East,4,66168.39,3,1,1,109434.41,0,0.0,774,0
CUST06783,52,Female,France,East,7,0.0,1,1,1,184309.02,0,0.0,568,0
CUST07833,65,Male,France,North,3,0.0,2,1,0,198654.56,1,65703.59,312,0
CUST03953,58,Male,France,Central,4,0.0,1,0,1,92497.15,0,0.0,306,0
CUST06838,65,Male,France,South,7,0.0,2,1,0,510.77,1,85537.69,789,1
CUST09412,53,Male,France,West,2,0.0,1,1,0,90207.5,1,10220.54,754,0
CUST00579,53,Female,France,Central,0,86532.49,1,1,1,179634.27,1,19856.51,714,0
CUST07772,24,Female,Spain,West,3,32427.01,3,1,0,196001.91,0,0.0,818,0
CUST06675,64,Female,Germany,South,4,0.0,2,1,0,91104.55,1,70882.69,440,0
CUST06715,61,Female,Germany,West,8,0.0,1,1,1,31545.92,0,0.0,430,0
CUST06512,28,Female,Spain,West,9,0.0,1,1,0,199594.51,1,29227.81,651,0
CUST02610,41,Male,France,North,1,92001.51,2,1,1,9598.43,0,0.0,491,0
CUST03737,18,Male,Spain,North,3,171874.07,1,1,0,166625.56,1,93801.56,837,1
CUST01381,30,Female,Germany,South,9,29146.01,1,1,0,59393.35,1,21507.35,845,0
CUST06618,41,Male,Spain,East,7,62708.47,2,1,0,75381.95,0,0.0,377,0
CUST08330,71,Female,Spain,South,4,36201.53,1,0,0,194246.08,0,0.0,601,1
CUST00784,45,Male,France,West,4,64683.96,1,1,0,120903.39,1,10384.85,503,1
CUST09882,55,Female,France,West,0,181046.52,1,1,1,13690.96,1,94014.18,753,1
CUST02749,26,Female,Germany,East,5,0.0,1,0,1,158128.61,0,0.0,365,0
CUST06940,40,Female,Germany,East,5,0.0,1,1,0,84010.52,1,62362.37,726,0
CUST03067,69,Female,France,East,8,24632.6,1,0,1,128945.94,0,0.0,365,0
CUST03187,38,Male,Spain,East,0,0.0,1,1,1,130813.19,0,0.0,672,1
CUST00154,20,Female,France,East,2,91141.65,1,0,0,87089.56,1,98124.86,821,0
CUST05435,37,Female,France,South,2,0.0,1,0,1,122159.45,1,10588.28,621,0
CUST06828,60,Female,Germany,South,2,0.0,3,0,1,177934.56,1,10496.89,658,0
CUST01848,47,Female,France,East,7,0.0,1,1,0,113203.52,1,5670.66,636,0
CUST05574,68,Male,France,South,8,0.0,2,1,1,168879.96,1,93670.04,409,0
CUST00587,53,Male,France,West,7,0.0,1,1,0,185486.02,0,0.0,411,1
CUST03498,63,Female,Spain,South,2,99665.18,1,1,1,132712.63,0,0.0,341,0
CUST06117,61,Female,France,Central,5,1829.53,2,1,1,68891.05,0,0.0,509,1
CUST02644,25,Male,Spain,East,4,5605.05,3,1,0,187012.0,0,0.0,704,0
CUST01527,36,Female,France,East,6,5273.13,2,1,1,91332.0,0,0.0,395,0
CUST07065,59,Male,France,West,8,0.0,2,1,1,94761.88,1,34718.43,486,0
CUST05290,21,Female,France,West,1,0.0,2,0,1,172106.13,0,0.0,623,0
